a_accuracy1,a_accuracy2,a_accuracy3,a_accuracy4,a_accuracy5,a_accuracy6
-0.254915710955574,-0.0139180452034968,0.0615672670422336,0.160834891508688,-0.178862742892932,-0.135978067602376
-0.324864796034821,0.241233329703082,-0.204694789020853,-0.266695733850937,-0.313450237637135,-0.176009903031795
0.51695053234551,0.0115949227248369,0.0596963689094057,0.0362444610297483,-0.087226722729124,-0.398470306806019
-0.370784674593726,0.0606144026411128,0.17616809893219,-0.162220051923117,-0.212780389939444,-0.213419815967417
0.185589118262096,-0.245024681542569,-0.375399176835641,-0.201926472446235,-0.0534573960395139,-0.150317544166736
0.248395983535294,-0.591453088147878,0.0439365185441796,-0.0220833730796353,0.0242775107230286,-0.19399607847975
-0.106092441843964,-0.149030615073529,-0.654630858586043,-0.47337056161859,-0.162994658118966,-0.138830119147312
0.14846976799314,0.253053954390635,0.25637786332524,0.00953408472208894,0.0928149501919016,-0.134788944081939
-0.475353624334889,0.218014099108372,0.207163792028367,-0.16362990113353,-0.00668142471354294,-0.04467078779342
0.0531548041091331,0.262958589771455,-0.17732094796502,0.0406486286898134,-0.13377653050366,-0.160820656389136
-0.203425503333873,-0.0148005074227155,-0.0433596440191904,0.128404926554105,0.0104797706260719,-0.088489302801913
0.0812965331494141,-0.150498634402933,-0.186047366448566,-0.0249845183662081,-0.122981960235818,-0.383833060532579
-0.093275457344353,-0.446447532010221,-0.0800519027103908,0.0340679066606674,-0.0426452803890571,-0.233651605186835
-0.179608381742891,-0.268086319664639,-0.0905715789001906,0.151394367171582,-0.374648372720614,-0.388161999633151
0.0710296977307256,-0.103989913015745,0.181395559367608,-0.141790312447444,-0.491187300708124,-0.110927098465657
-0.158312731761686,0.159161149376333,0.104283552851291,-0.135825517669719,0.0842966940578577,-0.316890969409062
-0.487012504818274,0.159343516153426,-0.164400267936936,-0.423355780455212,0.0189225444435475,-0.0872743531759921
-0.132618155085759,-0.0716143555295882,0.264093113824074,0.0244743667422249,-0.0552161948033235,-0.0312895832120342
-0.0398649728314569,-0.185108774596971,-0.0341928948015057,-0.0842867683267691,-0.0888557866147801,-0.258699288363189
0.195854232297161,0.202208148501073,0.159651782052258,0.115981490230611,-0.261495185490366,-0.206943741708829
-0.242977319781823,-0.122404599203562,0.117270873609961,0.0235420909305335,-0.192799077968295,-0.151637447698795
0.186095930400933,0.0648877077315569,0.260742903580898,0.146324083817682,-0.233135951355283,-0.109561374047132
-0.0509015625934769,-0.00285116686362941,0.00815427872346192,-0.381305558379165,-0.0289594562705735,-0.133964588784849
0.0525797702347041,-0.173538514523699,-0.0665287893850143,-0.199315533406306,-0.495157820454745,-0.0494554964565209
0.391362164551714,-0.151043133930355,0.0516262313262184,-0.0422732842656112,0.0607728713331291,-0.158880233738167
-0.242475076250699,-0.0910000354707394,-0.0548431521839578,-0.347475585980396,-0.0233998899720826,-0.0453407156270407
0.265268956556954,-0.204532806394187,-0.901069390837055,0.0480519477632553,-0.262062058679328,-0.148832220897868
0.0256124745150473,-0.585324039014688,0.183201804255761,0.0213599577779002,-0.0990408760591562,-0.388038510487533
-0.344613438769737,0.0396563241564026,-0.0719400145679864,-0.343704954171729,0.0254887525350962,-0.0636588854716368
-0.251402804968693,0.303927221815041,0.219553535613234,-0.381999159634759,-0.00365445310126322,-0.03470928786465
0.270840154227927,-0.475623593380697,-0.0354517525314172,-0.0303497554786839,0.0295981885623754,-0.106470272671806
-0.250680278241898,0.290104844151812,-0.0023776220776166,0.0762985217327213,-0.0185771982271732,-0.0670926174624855
-0.0133062147731293,0.159682737130491,-0.241886891739621,0.239243145290468,-0.291997938485166,-0.0832948668011381
-0.121238279441406,-0.280511842283424,-0.364148790788816,-0.393459788443129,0.071639512716321,-0.111084185217527
0.118500360928152,-0.0521342228939869,-0.117644406343716,-0.264716169281935,0.0358779909480893,-0.230737923329489
0.237106108176117,-0.323032835234083,0.250593886300284,0.154903135233224,-0.234717109469877,-0.0633036524102346
-0.164330258618545,0.0745681786506546,0.0806982133598494,-0.18773008371473,-0.145390384526185,-0.126170045776188
-0.0453789243654255,-0.0318107748508152,0.306742195975919,-0.174723557193193,-0.0794954445252153,-0.0330451001377574
-0.206943065705574,-0.118325354684974,-0.473569829567232,0.157258311919829,-0.0577802230885341,-0.073012052199166
-0.39294844553941,-0.0182798827410073,0.160560856414153,-0.265733656130609,0.0800672670813669,-0.399167214611898
-0.102443062823632,0.16109518713216,-0.199155064401431,-0.239135534902474,-0.100804811002411,-0.0538491895614184
-0.249553292500059,0.138158487230378,-0.109973261914321,0.0546350972604877,-0.00719892063409744,-0.061043805801443
-0.0828843449735564,0.0553578687102711,-0.258776111795246,-0.183498998673006,-0.15972543381132,-0.17057083449465
0.2770724231841,0.242675088639105,-0.0029302067624899,-0.000395449197885922,-0.00926954426363125,-0.0446196319278802
-0.0529621817230939,-0.269356168171916,-0.0872376528510832,0.143838871248631,-0.128138070132476,-0.186525177239923
-0.0290960381221301,0.243122653219142,0.0106448979591849,-0.100747370696217,-0.183582589933472,-0.115852358783049
-0.242766673653135,-0.383787572288957,0.0115064161814664,0.10303041052091,0.0469106905200157,-0.0455929597416783
0.180242440072365,-0.332606669657114,0.175926144316648,-0.38541758294095,-0.100290134066392,-0.0878136426415541
0.0917186361472603,-0.286433626834383,0.195072674124451,-0.0638318052812473,0.0222295014750024,-0.0852005089775112
0.0757170328237766,0.0632006340424351,-0.0990696281811124,-0.460948625105284,-0.00910463143996754,-0.208455324204978
-0.142385170070324,-0.0280532865767815,-0.171698998401963,0.0753395123815808,-0.346899285953018,-0.113358720671285
-0.104363840327718,0.284545602026912,0.00543051166962016,0.0206555917936089,0.0919430493753177,-0.068955045104083
-0.358661393893809,-0.122281075745153,0.147945584236744,0.105551241530031,-0.465177618803742,-0.0649607349825064
0.0572562170678149,-0.17244205439002,0.00726658172451916,-0.0252757486577593,-0.0587431306798264,-0.204944952888456
