a_accuracy1,a_accuracy2,a_accuracy3,a_accuracy4,a_accuracy5,a_accuracy6
0.285610372776552,-0.0568147074580762,-0.120002796019687,-0.470363498793393,-0.0813214951662194,-0.250953851971203
-0.314661938695262,-0.564426977367227,0.116702589333532,-0.127874898605818,-0.21456726857266,-0.0813637039934159
-0.410015050571998,-0.00957879994742036,0.0969419170188672,-0.188428121047658,-0.145071779235227,-0.0161486896992536
0.0994822286571332,-0.182442737697666,0.139329864748451,-0.583479940213971,-1.30875402066758,-0.397031181090667
0.314979838368587,0.0150926388172979,-0.0249328638269858,0.0903427038341735,-0.238812258896165,-0.282171190230272
-0.296548573002119,-0.0604073110614868,0.15708581775349,0.176580975093548,-0.314801682821576,-0.162664778946268
-0.359583357983952,0.107558247052378,-0.169584595736325,-0.175938131062843,-0.0854189636991173,-0.227842951935132
0.399286935408034,-0.361098471427941,-0.589056902882763,-0.490707904825405,-0.0931964816461277,-0.4236289050282
0.242389031959858,0.47199701940952,0.0275711269623217,-0.099403178780382,-0.563833436619126,-0.384638383421458
-0.567545065025652,-0.272951168954779,-0.609764740976508,-0.167634670731294,-0.217005473174309,-0.336332880170005
-0.193050052238486,-0.0145069856095281,-0.275038430186927,-0.201132085393994,-0.15666505462599,-0.0995547122297874
-0.000921171459159648,0.123778273799862,0.349219476846103,-0.0880209134762615,0.0822887636869362,-0.460048407995784
0.302467032964647,0.0411928679152724,0.231597279090755,-0.558138901182325,0.161659421527498,-0.132249390304705
-0.413457460780767,0.15674219953032,-0.526763221474933,0.0244796438116308,-0.028872387566041,-0.11001245733336
0.191763752660767,0.303534499625642,-0.298550573119248,-0.0667937430754001,0.047085234533925,-0.217969697581654
0.133741184076548,-0.0847733315157442,-0.0407717155214438,-0.102845085863375,-0.0849215130926915,-0.118752031288337
-0.342177773166311,0.144609021553758,-0.197058848180606,0.0789323086956055,-0.100306816600906,-0.028279176255922
0.010223526231669,-0.627582103226,-0.120591574101631,-0.303181620257719,-0.145786000735377,-0.0075178381224299
-0.281008796575992,0.306596212993918,-0.290683207519443,-0.06220033066204,-0.270100275205023,-0.0574923957688077
-0.0244420347773668,-0.211119634766979,-0.0371345626377448,-0.136258919093894,-0.347953095727254,-0.0920712982586288
-0.472163450664928,-0.254241884134166,-0.0885316083744737,-0.0250950959175835,0.0127194542317091,-0.270125703406637
-0.00179053494456499,-0.862239268851909,-0.193216291524067,-0.106375021248716,0.0706838094954728,-0.0475179703932451
-0.32670150620268,0.00308229613103109,0.172576282363894,-0.450012148768207,-0.250494710035356,-0.361256846854494
-0.331881937534179,0.239698698494516,0.184238778065741,0.173966482450448,-0.0393194775184464,-0.108470579830873
0.409622533316387,-0.00673483814815881,-0.197814694600945,0.20293789592566,0.153218795692857,-0.0916293195956112
-0.290557323036732,0.241111369636711,-0.413320483066409,-0.0675848013570719,-0.0478051009681878,-0.343112931281688
0.187780379143027,0.294024226678113,-0.122363190586254,0.177760957073616,-0.616971666511477,-0.0103094101680814
-0.367586674589015,0.142598933918394,-0.62405607690217,0.000763648445776477,0.063773599222301,-0.0185288864562826
-0.565080163432189,-0.205790795997933,-0.232916357111151,-0.41659609665396,-0.285145892131538,-0.0359587457866893
0.181022565642337,0.107255829415891,0.201800338597784,-0.525002321183098,-0.0579903307385418,-0.262182400182597
-0.10667243840915,-0.347864840217462,0.193035653957319,-0.213299880680352,-0.0856745467857184,-0.395159543167391
0.153516503766267,-0.776819984209933,0.133679289866208,-0.215229220971844,-0.112452905335787,-0.0686355491033778
