a_accuracy1,a_accuracy2,a_accuracy3,a_accuracy4,a_accuracy5,a_accuracy6
0.0994383921021448,-0.205042052342061,-0.124450158117227,-0.504145965884272,-1.04700867490092,-1.0769397140698
0.0655148523766161,-0.0959309486215188,-0.0464799130456592,-0.315657277434746,-0.6079423424524,-0.925171977212122
-0.00965030559966048,0.0261722835797131,0.062928847204364,-0.834034933803763,-0.698252401375358,-0.525535389717543
0.535070565821579,-0.591634437636761,0.0509756083141186,-0.74608477568592,-0.786091630234536,-0.314488819102402
0.535370318082517,0.0231514060018869,-0.201750634510349,-0.120091103328453,-0.79023609467489,-1.31767896856236
0.102270563566603,-0.210289318179453,-0.327044416081258,-0.231833924171706,-0.690915233201784,-1.22678413022309
0.255230428260521,0.283728927585697,-0.138589414259773,-0.497714068981133,-0.478942969739188,-1.02259297630316
0.387897262205701,-0.11413660567227,-0.435341796028631,-0.446749640726857,-0.558866007105112,-0.79276065146166
0.458703994858675,-0.127994770016334,-0.0795884132456541,-0.693576749354564,-1.11739169758743,-1.23464398499143
-0.117402499393019,-0.0851020418846304,-0.154831958208871,-0.455694285032271,-0.367898530484226,-0.763472107334934
0.0187952338579165,-0.27185095645771,-0.662559670672007,-0.593638710586791,-0.352459616919174,-1.27747189364582
-0.173335244316189,-0.0885886064296615,-0.134992043701323,-0.457897033904217,-0.374574922100681,-0.578315976607343
-0.16012612971722,-0.509481145147009,0.0555735636688829,-0.490017181452183,-0.593065296510931,-0.521900877279791
0.333463443280829,-0.596674986111064,-0.835907455150346,-0.320083819722591,-0.455802922876374,-1.13802560170485
0.37085774849996,0.090115512395386,0.0339577809452853,-0.611892177959337,-0.691314998944143,-0.688424102028453
0.0575365848725365,-0.284676708885639,-0.732073379776299,-0.470436537194421,-0.627680676048141,-0.514783104983393
0.206517420520319,0.185307520540436,-0.49085105853078,-0.333346299839169,-0.869203835388837,-0.581492034713296
0.422203937061245,-0.234668447433579,-0.424672610086507,-0.716851919376331,-0.399323265119184,-0.611451083155133
-0.257407608007542,0.128292113166543,-0.225986828955171,-0.117043622981826,-0.340058051417074,-0.640564109333757
0.0064503249738779,-0.147442196840612,0.014869516092196,-0.407428341480356,-0.495772588647974,-0.615627914880873
0.0670031999050853,-0.277918150202772,-0.326247369025748,-0.60929959899628,-0.810194648827752,-0.767694489092372
0.155514684619065,-0.0546477903086151,-0.101515262361457,-0.313729609171265,-0.871855633826859,-0.723250953027086
0.275862506104453,-0.027331348818588,-0.111821673287401,-0.333643201083828,-0.466629718822972,-1.15224863609687
0.190768463808208,-0.204068431205407,-0.378940865508241,-0.647550038270632,-0.779061007273688,-0.897653241769768
0.0163095771874979,0.0831625100619955,0.100145720032743,-0.368925301908224,-0.237435448434551,-0.549519621125549
0.302660115553431,0.251028750169107,-0.420725347504165,-0.744406628251018,-0.426697201398461,-0.625850259056864
0.17026364284659,0.0258568707518931,-0.0220842590039571,-0.571149503139912,-0.613226667542925,-0.771763503897541
0.134208376759021,-0.0697802793575542,-0.156463523329771,-0.802602700062793,-0.569336612135321,-0.842885628181348
-0.109879174823115,-0.326124683321072,-0.233639668474114,-0.643386873981493,-0.638098121503118,-1.29153187239724
0.187655295094847,-0.277422399882557,-0.0261510092716171,-0.457363663918072,-0.950511816316564,-0.818531265459398
-0.0299736107605292,-0.387467797809001,-0.431268878926104,-0.275265815320582,-1.18524363903048,-0.874073728266549
0.374615157853431,0.155441866002301,-0.264041035210409,-0.199072461536654,-0.677540741442434,-0.711371620125768
0.219870620042894,-0.216811591368904,-0.316510920214093,-0.319716271040294,-0.381327056783654,-0.644136129869902
0.0827538025160536,-0.0506463761299794,0.101594138361377,0.00372249365762656,-0.610958156458835,-1.12230374028843
-0.361471014955094,-0.0326564751506973,-0.146356068662471,-0.533858705382937,-0.488974690104776,-0.586641406458377
0.376390519101472,0.17293777504951,-0.160865988011457,-0.596649856236053,-0.79445322088965,-1.06437743428154
0.567527712623858,-0.315346895869035,-0.465745734422779,-0.314575348627688,-0.441705292730138,-0.948971471604739
0.517233950333788,-0.0630492995209497,-0.634406354782525,-0.503182394569572,-0.383455349243888,-1.09744637157531
0.305835291082143,0.0201263589826245,0.0349987038282322,-1.06414021913839,-0.805760697103817,-1.08689790087478
0.262986492304935,-0.0963329454910152,0.0687174223739484,-0.371778286085882,-0.656519928827669,-1.09391723969135
-0.0403454406642797,0.13273151557195,0.0586984492411153,-0.470087689803474,-0.814183302958878,-0.413130985272088
0.171490239756762,-0.292272658365763,-0.545968857482922,-0.418670181336093,-0.389649239789242,-0.460317492849681
0.199191769938304,-0.100789559848412,-0.143522924350552,-0.2141466842927,-0.70946099413248,-0.836299257318801
0.570011805258615,0.123373771348195,-0.817819337710687,-0.498065106227914,-0.320947372774807,-0.525268806971787
-0.15007468296209,-0.317579623945087,-0.109455134529267,-0.528547955631817,-0.807800038291351,-1.1404013430287
0.139950090516533,-0.256565615960624,0.211151450888265,-0.44216828022724,-0.299702416459886,-1.12610731097675
0.046299162001872,-0.0518598415408932,-0.0969477187293963,-0.853399804649037,-0.701801981777687,-1.01495797911218
0.157981600488589,0.139558847699671,0.137289842760663,-1.0882816474259,-0.255480291626584,-0.650971508592305
-0.237349894642539,-0.118046205939361,-0.112975003000278,-0.518594116781398,-0.448104931787261,-0.490990813418802
0.412822100247654,0.0477325088417866,-0.199372337531106,-0.400430726835925,-0.482524432583879,-0.755167208586054
0.512312201807391,-0.260673983090969,-0.232122165364667,-0.481323554087489,-1.00164578220381,-1.07761670303441
0.285388077885626,-0.0563363071553454,-0.239134274425676,-0.691332389769997,-0.368933838755561,-0.862621893990891
-0.107869025690519,-0.167294546410148,-0.0987232717413029,-0.3465873206954,-0.434490305772101,-1.08850925379367
0.234633438113763,-0.246030589330098,0.00573597797396758,-0.515861747855205,-0.628550231949804,-0.738384473821817
-0.00397872281413908,-0.0996188961571691,-0.262252025296146,-0.694924624807008,-0.661525604975129,-0.829405300741179
-0.0990898333398385,0.0831493303389597,-0.327609262324273,-0.323602835246629,-0.589601748810107,-1.12500509744615
0.315246679394259,0.226198919224154,-0.136702163187233,-0.70000987490033,-0.463551671807654,-0.582983546449558
0.126111721125305,0.142939350619971,-0.299491538494981,-0.699771855926583,-0.787644872921998,-0.889360075080177
-0.191674215704052,0.141088838765096,-0.216690162506396,-0.28781696940203,-0.898541935868913,-0.672742265017884
0.293306227760529,0.280905124839926,-0.231332627669777,-0.257643770537027,-0.577658529523505,-0.6540499898971
0.295340427767937,0.117937543023228,-0.213550653428896,-0.695810295959748,-0.767813908571416,-1.0569844732456
0.17631332532817,-0.152035943156878,-0.174602399008864,-0.608577598332237,-0.680093969953088,-0.658679946972126
0.0917872584727872,-0.152551322824135,-0.0241462088013832,-0.680256586378412,-0.354177318553281,-0.60754523020722
-0.000461843451861764,-0.31261641037474,-0.18625518305543,-0.627491876345317,-0.407071302832273,-0.69539094713168
0.384578034767158,-0.401148163448784,-0.0545063516158519,-0.7806429683426,-0.976833316250906,-0.944663014049914
0.0730350766853356,0.314196677111331,-0.0931209447023696,-0.167345282516749,-0.753570226812212,-0.913345620867686
0.310124778066118,-0.178319683122644,-0.241681789120292,-0.353329345594262,-1.05944968784945,-0.924277442379575
0.0956324144077857,-0.368988532668346,0.226297072006834,-0.328882160764572,-0.85766387221577,-0.768156118730789
0.194134717144355,-0.257031016284561,-0.425746369302017,-0.375766055796251,-0.670295164241069,-0.906550691793498
0.136402637647319,0.103851982716779,-0.167777062283028,-0.29738104282069,-0.7030229261999,-0.862210037809005
0.344854194205201,-0.00592318496059652,-0.350240676611964,-0.554444716459511,-0.851273873267222,-1.08911590072885
-0.310508151648884,-0.144336610029445,-0.559087169829401,-0.33927723510397,-0.674766147565947,-1.39027774324772
0.170573255027017,-0.255719132920679,-0.143174697724764,-0.557078706567292,-0.641741125408175,-0.758592234254126
0.365715602176147,0.175554112424407,-0.508947651674021,-0.302242817010846,-0.446157061229868,-1.12430119332086
0.492909553962517,0.207833898854935,0.148285053562384,-0.447880932668904,-0.849992752810314,-0.787104129405367
0.00709920380007099,-0.158549186966586,-0.469011373136182,-0.695418067803733,-0.959855500926867,-0.876045087292258
0.0826271375527486,-0.350315514409065,-0.0304738674644265,-0.228700550290642,-0.44017767359709,-0.448559497752009
-0.0678928372806918,0.0512399586278462,0.0463672249340467,-0.287732928682679,-0.559696250146515,-0.645225911196868
0.584478490743017,-0.155540939427615,-0.127484889431686,-0.119569151030379,-0.601005332017383,-1.13596416092362
0.343563204894541,0.0186800795050226,-0.119584628896342,-0.806350542653618,-0.254737303535068,-1.0317268586349
0.13387786948915,-0.27168841948286,0.0198227649704926,-0.779306499546519,-0.778036202555832,-0.654635785472614
0.37420131287376,-0.218011152202776,-0.296995750276461,-0.359000168583206,-0.533117876422659,-0.969357880053027
0.188001825819513,-0.13406318807889,-0.0247086639312141,-0.377318037322749,-0.735208097026315,-0.563418443934821
0.201671061604977,-0.149216991330713,-0.515723165953121,-0.202322444811963,-0.689877464806214,-0.584550166485683
0.167456832553686,-0.0619793379073146,-0.0265157434157061,-0.688421177098483,-0.413034404239776,-0.978737265750107
0.23006655641872,-0.191514240708542,-0.130842181832263,-0.343863522147616,-0.776599731147932,-1.18196984022464
0.34871995797235,0.111965683199002,-0.0741200896756588,-0.668911598410256,-0.424574008973691,-1.05124559032945
0.117410778981997,-0.150834864678774,-0.184516484722196,-0.255116908493721,-0.160350281129804,-0.835980486469547
0.58986158163254,-0.210639728085689,-0.266973984818652,-0.627360179552472,-0.895878088514035,-0.492109184038685
0.340642835566276,-0.354835267416208,-0.214443688034312,-0.690197323220141,-0.903526700016639,-0.668373809720595
0.0966680973982566,-0.393085796421209,0.0834902285329133,-0.460687508586092,-0.425062889109762,-0.810421474490354
0.0541985382580547,0.104966068060761,-0.687815746118954,-0.741980676182596,-0.784463928513913,-0.521085966276576
0.312848013435601,0.0917546035465274,-0.310078074241332,-0.605099944055662,-0.793224866689722,-0.774507297160697
0.0331997103669764,-0.177967595647081,-0.576947925460691,-0.930234397799286,-0.333010037383336,-0.843246113666751
0.334026250837816,0.0982909694369586,-0.079734537555864,-0.387769592185391,-0.959887918509717,-0.964943075844238
0.173801737380168,-0.0211145122885873,-0.0829148193264186,-0.348127999031792,-0.596169961135145,-0.749178919306075
0.293671846789234,-0.268749256992647,-0.340241437393634,-0.394490148415062,-0.810918496332561,-0.600829471489005
0.264666528283224,-0.284362752182522,-0.241193127240932,-0.866414023080435,-0.494813392751973,-1.1217291450879
0.0931028314588419,-0.173724468049592,-0.0920554095697534,-0.431616180109206,-0.871811695306975,-0.860539359063307
0.200865938083484,-0.0207398809745233,-0.0594993091538598,-0.702347271765162,-0.459505713509149,-0.496592408240022
0.41382268046639,0.0134014110361139,-0.658833235943184,-0.164522224682262,-0.324800608924247,-0.756191165574171
0.0538458500397199,-0.307014163987444,0.132501281782917,-0.319947204567533,-0.304845359164767,-0.589408306629933
-0.0695337121387194,-0.143834378320758,-0.450352042364452,-0.188104341020069,-0.432241421036144,-1.07366287338785
0.00340478859765668,-0.0257828375611804,-0.146996768957944,-0.669656623426286,-0.727270180807545,-0.864889339919658
0.126324243441325,0.121615081585539,-0.687163844417004,-0.58866251985968,-0.629988198562263,-0.708783354060028
0.104304531962546,-0.0122589221556067,0.0121698760045435,-0.220238734465614,-0.707987667180286,-0.688086401246164
0.0740624898537062,0.00925480888531346,-0.297153780877095,-0.835545711290841,-0.934334627340292,-0.702384422012482
